Event	ID	Name			Wwise Object Path	Notes
	521524025	Sforzo_lungo_fine			\Default Work Unit\Personaggi\Sir Bean\Sforzo_lungo_fine	
	1419287282	Sforzo_lungo			\Default Work Unit\Personaggi\Sir Bean\Sforzo_lungo	
	1777441883	Peto			\Default Work Unit\Personaggi\Sir Bean\Peto	
	1904864132	Torce			\Default Work Unit\Ambiente\Torce	
	2269520994	Ritrovamento_Chiave			\Default Work Unit\Ambiente\Ritrovamento_Chiave	
	2765482635	Sforzo_breve			\Default Work Unit\Personaggi\Sir Bean\Sforzo_breve	
	2948438990	Salti			\Default Work Unit\Personaggi\Salti	
	3227794123	Passi			\Default Work Unit\Personaggi\Passi	
	3347263127	Grano_Crescita			\Default Work Unit\Personaggi\Sir Eal\Grano\Grano_Crescita	
	3541152385	Goccie_Acqua			\Default Work Unit\Ambiente\Goccie_Acqua	
	3836892613	Boing_Pancia			\Default Work Unit\Personaggi\Sir Sage\Boing_Pancia	
	3853951459	Ventosa			\Default Work Unit\Personaggi\Sir Eal\Ventosa	
	3902314931	Atterraggi			\Default Work Unit\Personaggi\Atterraggi	
	4100836337	Grano_Taglio			\Default Work Unit\Personaggi\Sir Eal\Grano\Grano_Taglio	

Switch Group	ID	Name			Wwise Object Path	Notes
	2948438990	Salti			\Default Work Unit\Salti	
	3227794123	Passi			\Default Work Unit\Passi	

Switch	ID	Name	Switch Group			Notes
	1945043878	Sir_Bean	Salti			
	2560587894	Sir_Eal	Salti			
	2882406854	Sir_Loin	Salti			
	3020547720	Sir_Sage	Salti			
	1945043878	Sir_Bean	Passi			
	2560587894	Sir_Eal	Passi			
	2882406854	Sir_Loin	Passi			
	3020547720	Sir_Sage	Passi			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	875360986	SaltoEal_8	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\SaltoEal_8_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Salti\Salti\Sir Eal\SaltoEal_8		23660
	886093577	Peto_3	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Peto_3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Peti\Peto_3		51696
	900334172	vestitismall_1	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\vestitismall_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Passi\Passi\Sir Eal\vestitismall_1		30080
	917982269	Sforzobreve_5	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzobreve_5_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_breve\Sforzobreve_5		41844
	918876417	Sforzobreve_2	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzobreve_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_breve\Sforzobreve_2		36984
	925363965	vestitismall_7	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\vestitismall_7_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Passi\Passi\Sir Eal\vestitismall_7		33216
	934763474	vestitismall_9	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\vestitismall_9_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Passi\Passi\Sir Eal\vestitismall_9		30080
	935310855	Sforzobreve_8	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzobreve_8_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_breve\Sforzobreve_8		33376
	941749061	waterdrops_1	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\waterdrops_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiente\Goccie Acqua\Goccie Acqua\waterdrops_1		628548
	957445094	TaglioGrano_1	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\TaglioGrano_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Eal\Grano\Grano_Taglio\TaglioGrano_1		52032
	961636692	Sforzolungo_5	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzolungo_5_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_lungo\Sforzolungo_5		171410
	964141494	CrescitaGrano_4	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\CrescitaGrano_4_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Eal\Grano\Grano_Crescita\CrescitaGrano_4		154688
	969816008	SaltoBean_3	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\SaltoBean_3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Salti\Salti\Sir Bean\SaltoBean_3		26298
	981218214	Sforzobreve_1	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzobreve_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_breve\Sforzobreve_1		33792
	990294658	Boing	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Boing_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Sage\Boing Pancia\Boing		288064
	1002321974	Sforzobreve_6	C:\Users\mling\Documents\UNIMI\Online Game Design\MoleficentWwise\Moleficent\.cache\Windows\SFX\Sforzobreve_6_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaggi\Sir Bean\Sforzi\Sforzo_breve\Sforzobreve_6		42812
